timestamp,machine_id,vibration,temperature,pressure,failure
2024-01-01 00:00:00,M001,0.38881198819530793,71.59451092344692,1.0139520646100069,0
2024-01-01 00:01:00,M001,0.6010515284806527,67.65262807032524,1.0271280021792983,0
2024-01-01 00:02:00,M001,0.4428619834245858,65.37958581126448,0.8693725493653199,0
2024-01-01 00:03:00,M001,0.5950369682396903,64.93584439832789,1.0157123666297636,0
2024-01-01 00:04:00,M001,0.42966561982925927,59.3018967196188,0.9685262519537875,0
2024-01-01 00:05:00,M001,0.5597720466912608,67.27808637737408,1.0055461294854933,0
2024-01-01 00:06:00,M001,0.4399746149894088,74.73719910523319,1.014551700063109,0
2024-01-01 00:07:00,M001,0.43644402597253606,69.93251387631032,0.947114453552205,0
2024-01-01 00:08:00,M001,0.47705495461680436,71.94674456628061,0.9367440443038679,0
2024-01-01 00:09:00,M001,0.6091992264357671,63.359069755507846,1.0098430617934562,0
2024-01-01 00:10:00,M001,0.5218638316053863,74.40880519474305,0.9495457328567446,0
2024-01-01 00:11:00,M001,0.34167057864631123,67.69680614520107,1.0528561113109458,0
2024-01-01 00:12:00,M001,0.3869447695318433,70.6721444131401,1.029106139735652,0
2024-01-01 00:13:00,M001,0.5887748459593357,65.80391238388681,0.9845393812074392,0
2024-01-01 00:14:00,M001,0.3491846710452517,75.49823487892411,0.9911133939364672,0
2024-01-01 00:15:00,M001,0.45896166913136993,74.06262911197099,1.067812001428541,0
2024-01-01 00:16:00,M001,0.3962170123484518,69.62098127485908,1.0486481766877893,0
2024-01-01 00:17:00,M001,0.5795595463895942,69.82086980445024,1.0782321827907002,0
2024-01-01 00:18:00,M001,0.46013616099847987,69.69567956262627,0.9290624770704299,0
2024-01-01 00:19:00,M001,0.604249161733942,68.90164056081244,1.0178556285755873,0
2024-01-01 00:20:00,M001,0.421074167130208,73.71855641885614,0.9893919289144186,0
2024-01-01 00:21:00,M001,0.4573131205960277,74.57701058851038,1.0164375554829843,0
2024-01-01 00:22:00,M001,0.6371862133549776,70.87776646977416,0.9845355726777711,0
2024-01-01 00:23:00,M001,0.5673125502773975,68.0394592343392,0.9268242525933941,0
2024-01-01 00:24:00,M001,0.23448239524365297,71.72758971944383,0.9802241774209853,0
2024-01-01 00:25:00,M001,0.4710863143530058,69.19357144166996,1.0202025428407269,0
2024-01-01 00:26:00,M001,0.40569431915327375,77.01979369329646,0.9990724597744179,0
2024-01-01 00:27:00,M001,0.33264953780097767,70.30115104970513,1.1231621056242642,0
2024-01-01 00:28:00,M001,0.5477754099433527,68.70485677630555,0.97126453961933,0
2024-01-01 00:29:00,M001,0.45785017796601163,75.7141140725751,1.0375966516343387,0
2024-01-01 00:30:00,M001,0.4198172156650306,76.9200785946634,1.0702602652939095,0
2024-01-01 00:31:00,M001,0.6392325753491903,65.04731837434656,0.9716851135198614,0
2024-01-01 00:32:00,M001,0.6706604953678462,74.3679470781769,1.0004572172870068,0
2024-01-01 00:33:00,M001,0.4634460703167458,64.68848143136948,1.0236796215317592,0
2024-01-01 00:34:00,M001,0.5620548215961735,69.19531311568468,0.9805867800511693,0
2024-01-01 00:35:00,M001,0.41144876261711516,74.06758608684835,0.9384567841783023,0
2024-01-01 00:36:00,M001,0.6363886524417105,82.69581358134666,0.9837754521085553,0
2024-01-01 00:37:00,M001,0.47941332829044947,71.29941397124212,1.0390911435888655,0
2024-01-01 00:38:00,M001,0.6299396814264487,65.66426921975223,1.0308820422755574,0
2024-01-01 00:39:00,M001,0.621707079698011,71.46536236649341,0.9642824290986816,0
2024-01-01 00:40:00,M001,0.8174833011991471,78.9157255382038,1.2524673696160433,1
2024-01-01 00:41:00,M001,0.6325105661514201,65.1265916488634,1.0393542301871226,0
2024-01-01 00:42:00,M001,0.5769977359930794,76.34194761201951,1.0212243122028226,0
2024-01-01 00:43:00,M001,0.594053558496201,68.77305941998564,0.9623131917821255,0
2024-01-01 00:44:00,M001,0.5878673548190896,68.80202745903095,1.0604690985343317,0
2024-01-01 00:45:00,M001,0.5537960003691995,68.67671583381022,1.136008458329481,0
2024-01-01 00:46:00,M001,0.40369843739338734,74.88590000406536,1.002099003223501,0
